Name,text,Sarcasm,Fear,Neglect,irritation,Rage,Disgust,Nervousness,Shame,Disappointment,Envy,Suffering,Sadness,Joy,Pride
hindi_meme91.png,व्यक्ति १ जी रमजान मुबारक हो मुबारक हो,2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme93.png,कोई गलत नहीं अगर एक चाय वाला प्रधानमंत्री बनता है तो .  देश की जरुरत है व्यक्ति १ मगर बहुत शर्म की बात है अगर एक प्रधानमंत्री चायवाला बनता है तो..,2,0,1,0,1,0,0,1,0,0,0,0,0,0
hindi_meme97.png,मै नहीं हम मै व्यक्ति १ व्यक्ति १ का समर्थन करता हू /,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hindi_meme99.png,"ये है तुम्हारे फेसबुक फ्रेंड्स , ये है तुम्हारे रियल लाइफ फ्रेंड्स ",1,0,0,0,0,0,0,0,0,0,1,1,1,0
hindi_meme101.png,कहाँ है साले आतंकवादी ?,2,1,1,0,1,0,0,0,0,0,0,0,0,0
hindi_meme103.png,"बहन मेरा तो आज ही तीन घरों का काम छूट गया , मेंडम ने कहा कि आज से झाड़ू - पोचा साहब ही करेंगे ",2,0,1,0,0,0,0,0,1,0,0,0,1,0
hindi_meme105.png,"जब  तक आप लोगों को प्रेरित नहीं करेंगे,तब तक आपको परिणाम नहीं मिलेगा ।प्रभाव आपको कभी परिणाम नहीं देगा,प्रेरणा हमेशा आपको परिणाम देगी।",2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme106.png,"जाओ बीटा देश को आपकी जरुरत है, जाओ बेटा पकौड़े का ठेला तुम्हारा इंतजार कर रहा है ",2,0,1,0,1,0,0,0,1,0,0,0,0,0
hindi_meme107.png,व्यक्ति १  लहर को रोकने अंतिम प्रयास करते हुए व्यक्ति '१ 'व्यक्ति ४,2,0,1,0,0,0,0,0,0,1,0,0,1,0
hindi_meme108.png,मै नही हम,2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme110.png,विशेष सूचना - सभी शादीशुदा मर्दो को सूचित किया जाता है कि देश में 'व्यक्ति १ सरकार ' आ गई हो परंतु आपके घर में वही पुरानी सरकार रहेगी/ और आपको साडी उम्र 'व्यक्ति 'अ '' बन कर ही रहना है/ उपरोक्त्त सूचना जनहित में जारी/,2,0,1,0,0,0,0,0,0,0,1,0,1,0
hindi_meme112.png,"भाई, मैंने देश 'अ 'को समझा दिया है/ साला...! जरा सी चढ़ी नहीं कि नौटंकी चालू /",2,1,1,0,1,0,0,0,0,0,0,0,0,0
hindi_meme113.png,मई 2019 का सबसे बड़ा डायलॉग ये होगा कितने आदमी थे ? दो आदमी थे सिर्फ दो और तुम 22 फिर भी हर गए बहुत नाइंसाफी है...,2,0,1,0,0,0,0,0,0,1,0,0,1,0
hindi_meme114.png,"डरते वो है जो अपनी छवि के लिए मरते है, मै तो हिन्दुस्तान की छवि के लिए मरता हू ",2,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme116.png,पप्पू व्यक्ति १ जी के सामने और मैंने देखा की व्यक्ति १ जी मेरी तरफ देखने से भी डर रहे थे दाये - बाये  और उपर - निचे देख रहे थे,2,0,1,0,1,0,0,0,0,1,0,0,0,0
hindi_meme117.png,व्यक्ति १ के मन की बात पर देश का भड़का गुस्सा,2,0,0,0,0,0,0,0,1,0,1,1,0,0
hindi_meme119.png,"बेकार बजट न कोई नई ट्रेन चलाई और न ही किराया कम किया.. सॉरी सर, मेरे पास 10 करोड़ पूरा वाला भतीजा नहीं है ना, जो इनके लिए पैसा दे/ जब दूसरे ट्रैक पर नए - पुराने रेल मंत्री ",2,0,1,0,0,0,0,0,0,1,0,0,1,0
hindi_meme120.png,खट्टर व्यक्ति १ हेर लिए,2,0,1,0,1,0,0,0,0,1,0,0,0,0
hindi_meme121.png,जज साहब व्यक्ति १ 2019 में प्रधानमंत्री बनेगा माँ कसम,2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme122.png,जो लोग बर्थडे केक को मुंह पर मल के बर्बाद करते हैं उन्हें अरेस्ट करके 1 साल तक लौकी टिंडे की सब्जी खाने की सजा देनी चाहिए !,0,0,0,0,0,0,0,0,0,0,0,1,1,0
hindi_meme123.png,"समाज की सेवा करने का अवसर मिलना मतलब, देश के प्रति अपने कर्ज को चुकाने के बराबर है ",2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme124.png,हमें चाहिए नौकरी ! सो इसे पहन लो ! इसे पहनने से बेरोजगारी का एहसास नहीं होगा !,2,1,1,0,0,0,0,0,0,0,0,0,0,0
hindi_meme126.png,व्यक्ति १ ने मजेदार ट्वीट  किया,2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme129.png,प्रेम रतन धन पायो,2,0,1,0,0,0,0,0,1,0,0,0,1,0
hindi_meme131.png,दिन -रात  व्हाट्सप्प फेसबुक ज्ञान पेलने वाले गुरु घंटालों को भी गुरु पूर्णिमा की शुभकामनाये,2,0,1,0,0,0,0,0,1,0,0,0,1,0
hindi_meme133.png,मैने  जामुन के पेड़ के नीचे गुलाब का पौधा इसलिए लगाया कि दोनों पेड़ मिलकर मुझे गुलाब जामुन दे सके - व्यक्ति '१ ',2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme135.png,"पैसा लेकर भागने वाले हरामखोरो  कुछ तो शर्म करो, अनपढ़  pm होने का नाजायज फायदा तो मत उठाओ  ",2,0,1,1,1,0,0,0,0,0,0,0,0,0
hindi_meme138.png,अमित को नहीं लाए.. नहीं उसे आडवाणी को निपटाने के लिए छोड़ आया हूं..... ही ही,2,0,1,0,0,0,0,0,0,1,0,0,1,0
hindi_meme140.png,आ गए मोदी...  छा  गए मोदी...,2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme142.png,व्यक्ति १ वह बासी सब्जी है जिस पर मिडिया जबरदस्ती पानी छिड़क कर ताजा दिखाने की कोशिश कर रही है,2,0,1,0,1,0,0,0,1,0,0,0,0,0
hindi_meme145.png,सत्य वचन ! विपक्ष की असली समस्या व्यक्ति १ नहीं बल्कि व्यक्ति १ के कारण करोड़ों देशवासियो के अंदर उपजा राष्ट्रवाद है जो अब बहकावे में नहीं आ रहा...!,2,0,1,0,1,0,0,0,1,0,0,0,0,0
hindi_meme147.png,न खाउंगा न खाने दूंगा* *पैक करा के ले जा सकते हो,2,0,0,0,1,0,0,0,1,0,0,0,1,0
hindi_meme148.png,कांग्रेस के शोले व्यक्ति १ की जीत पर बौखलाई कांग्रेस,2,0,1,0,0,0,0,0,0,1,0,0,0,0
hindi_meme149.png,भारत में 14 अप्रैल के बाद भी लॉकडाउन रहेगा जारी ?,2,1,0,0,0,0,1,0,0,0,0,0,1,0
hindi_meme151.png,भारत के p m का कहना है जो इस साल की आखिरी रात में pm के साथ सोयेगा वह सूबह am के साथ उठेगा,2,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme152.png,वो लूट रहे है सपनो को मैं चैन से कैसे सो जाऊ वो बेच रहे है भारत को मैं खामोश कैसे हो जाऊ व्यक्ति १ मोदी,2,1,1,0,0,0,0,0,1,0,0,0,0,0
hindi_meme155.png,व्यक्ति १ व्यक्ति १ 200 + QUOTES  इन हिंदी,2,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme156.png,जो आदमी पानी पि के इतना बोलता है...... वो दारू पियेगा तो कितना  ........  ??,2,0,1,0,1,0,0,0,0,0,0,0,0,0
hindi_meme157.png,नोटबंदी के समय व्यक्ति १ ने कहा था 50 दिन बाद आपको सपने का भारत दिखेगा किसी को दिखा ?,2,0,1,0,1,0,0,0,1,0,0,0,0,0
hindi_meme158.png,करवाचौथ का चांद निकला,2,0,1,0,0,0,1,0,0,0,0,0,1,0
hindi_meme160.png,"माना की अँधेरा घना है, लेकिन दिया जलना खा मना है व्यक्ति १ व्यक्ति १ ",2,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme164.png,"झुके हुए सर पर कभी ताज नहीं होता.....! खानी पड़ती है सोने पर गोलियां , चरखा चलाने से कभी इन्कलाब  नहीं होता /",2,0,0,0,1,0,0,0,0,0,0,0,1,1
hindi_meme165.png,"भाजपा को छोड़ कर कोई दूसरी पार्टी हिन्दू धर्म की रक्षा नहीं करती है.... ये 100 % सत्य है इस सत्य को स्वीकारो मेरे भाई, ",2,1,0,0,1,0,1,0,0,0,0,0,0,0
hindi_meme167.png,बता दोस्त... पैदाइशी मुर्ख हो.. या कोई बड़ा कोर्स किया है....,2,0,1,0,1,0,0,0,0,0,0,0,1,0
hindi_meme168.png,तुम जियो हजारों साल सभी भोपालियों कीा ओर  से जन्मदिवस की हार्दिक शुभकामनायें,2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme169.png,हम काला धन लेने जा रहे है,2,0,0,0,1,0,0,0,1,0,0,0,1,0
hindi_meme170.png,मै पप्पू हूं  एक बार देखो हसी ना आए तो कहना,2,0,1,0,1,0,0,0,0,0,0,0,1,0
hindi_meme171.png,जन्मदिन की हार्दिक शुभकामनाये व्यक्ति १ मोदी,2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme172.png,कुछ लोगो को देखकर गली खुद कहती है क्या मै  बाहर आऊ ?,1,0,1,0,1,0,0,0,0,0,0,0,1,0
hindi_meme173.png,"gst सार  हे पार्थ...  परिवर्तन संसार का नियम है, जो कल तक sales tax था, आज vat है, कल gst होगा! तुम्हारा क्या गया जो तुम रोते हो , जो लिया customer से लिया, जो कमाया सरकार को दिया , और जो बचा वो पत्नी को दे दिया! तुम्हारे पास पहले भी कुछ नहीं था, आगे भी कुछ नहीं रहेगा ब्यर्थ में gst से डरते हो.... ",2,1,1,0,1,0,0,0,0,0,0,0,0,0
hindi_meme175.png,"व्यक्ति 'अ 'खानदान ने कश्मीर बर्बाद किया , व्यक्ति 'ब 'ने बंगाल बर्बाद किया , व्यक्ति '१'ने दिल्ली बर्बाद किया, बामपंथियों ने केरल बर्बाद किया, कैप्टेन ने पंजाब को बर्बाद किया  अब देश की बरी है.... देशवासियों , अब भी अगर अपने वोट की कीमत न पता चली हो, तो चुल्लू भर पानी में डूब मारो!",2,1,1,0,1,0,0,0,0,0,0,0,0,0
hindi_meme177.png,व्यक्ति-X ने ली पीएम की चुटकी!,2,0,1,0,1,0,0,0,0,0,0,0,1,0
hindi_meme181.png,फ़ाइल कहां है? नेहरु जी उड़ा ले गए !,2,0,1,0,1,0,0,0,0,0,0,0,1,0
hindi_meme183.png,मस्त JOKE मारा हंस रे हलकट हंस बाबूराव vs व्यक्ति १ मोदी,2,0,1,0,1,0,0,0,0,0,0,0,1,0
hindi_meme184.png,यदि सवा सौ करोड़ लोग एक साथ काम करे तो भारत सवा सौ करोड़ कदम आगे बढ़ जायेगा,2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme186.png,भक्त के बदलते विचार,2,0,1,0,0,0,0,0,1,0,0,0,1,0
hindi_meme187.png,"corona virus  से डरने की जरुरत नहीं है, क्योंकि  यह made in Country-A  है, ज्यादा दिन नहीं चलेगा !!",2,1,1,0,0,1,0,0,0,0,0,0,0,0
hindi_meme188.png,हमारी वफा का अंदाजा इसी बात से लगा लो ए गालिब कि  हम आज के दौर में भी कोंग्रेसी  हैं,2,0,1,0,1,0,0,0,1,0,0,0,0,0
hindi_meme194.png,"आज की ताजा ख़बर  गुजरात राज्य के व्यक्ति १ शहर में पैदा हुआ ""२ १ किलो का बच्चा ""पैदा होने के १  घंटे में ही वो चलने लगा... जी हाँ  ये बिलकुल सच्ची घटना है लालु  जी के घर की है, जब लालु  जी के घर इस बच्चे  ने जन्म लिया तो पुरे परिवार में खुशी की लहर दौड़ गयी!!! ये अद्भुत बच्चा भैंस का था... ध्यान से पढ़ने के लिए धन्यवाद .....  हँसते रहो .... ",1,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme195.png,होली में मुर्गा न बानी भोजपुरी,0,0,0,0,0,0,0,0,1,0,0,1,1,0
hindi_meme196.png,"नमो को रोकना मुश्किल ही नहीं, नामुमकिन है ",2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme199.png,कोई है जिसके पास करोडो की सम्पति न हो सुरक्षा न हो AC गाड़ियाँ  न हो जहाजों में सफर न करता हो ? ये सभी त्यागी साधू  है,2,0,1,0,1,0,0,0,1,0,0,0,0,0
hindi_meme204.png,"को आसमान के तारों की तरफ देखते हुए (अपने पति से),“बताओ जी, वो कौन सी चीज़ है, जो तुम रोज़ देख तो सकते हो पर तोड़ नहीं सकते? ?पति : नहीं में नहीं बताऊँगा! '! पत्नी : बताओ ना प्लीज़!! पति : रहने दे !!!! पत्नी : बताओ न प्लीज़ !!पति : तेरा मुँह..!!!",0,0,1,0,0,0,0,0,0,0,1,0,1,0
hindi_meme206.png,व्यक्ति १ को पकड़ना मुश्किल ही नहीं....  नामुमकिन है....,2,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme208.png,तेरा घाटा ...  Rahul Gandhi  Hugs  Modi  Funny,2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme210.png,"मास्टर ही एक होटल में खाली कटोरी में रोटी डुबो- डुबो कर खा रहे थे! वेटर ने पूछा: मास्टरजी कहती कटोरी में कैसे खा रहे है? मास्टर जी: भइया , हम गणित के अध्यापक है! बात हमने मन ली है!",0,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme211.png,"व्यक्ति १ जी ने GST लाकर देश का नुकसान कर दिया, ये सुन मेरा मन 50 % कॉंग्रेस की ओर झूक गया... व्यक्ति १ जी ने बेरोजकारी बढ़ाई ये सुन मेरा मन मन 75 % कॉंग्रेस की ओर झूक गया... व्यक्ति १ जी सिर्फ घूमते रहे और कुछ काम नहीं किया , ये सुन मेरा मन 99 % कॉंग्रेस की ओर झूक गया... और ये सबकुछ व्यक्ति '१ ' ठिक्कर देंगे, ",2,1,1,0,1,0,0,0,0,0,0,0,0,0
hindi_meme213.png,"गरीब कभी मुफ्त कि चीज नहीं मांगता है....  वो सम्मान के साथ जीना चाहता है... जो काम का अवसर चाहिए ... और इस देश के गरीब में वो ताकत है, उसे काम का अवसर दिया जाए तो वो मिट्टी से भी सोना बना सकता है!",2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme214.png,टिक टोक हो या मुसिकल्ली मुजरा तो मुजरा ही होता है माय लॉर्ड,0,0,1,0,1,0,0,0,0,0,0,0,1,0
hindi_meme215.png,प्रधानमंत्री कम प्रचारमंत्री बनाकर रख दिया है इन्होने ! ये पार्टी वाले तो खुद कुछ कर नहीं सकते!,2,0,1,0,0,0,0,0,1,0,0,0,1,0
hindi_meme216.png,कड़ी मेहनत कभी थकान नहीं लाती वह संतोष लाती हैं,2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme217.png,इतिहास गवाह है कि निक्कमी औलादें पुरखों की विरासत बेच देती है ! देश 'अ 'को नसीहत मुझे ऐसा क्यों लग रहा है कि...  मेरे बारे में भी कहा है,2,1,0,0,0,0,1,0,0,0,0,0,0,0
